goldSQL,prdeictSQL,ind_dev_set,hardness,question,db_id,gold_sql,predicted_sql,Incorrect final column,Missing constraint,Incorrect Constraint,Entity Column,execution
SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,SELECT Students.last_name FROM Addresses JOIN Students ON Addresses.address_id = Students.current_address_id WHERE Addresses.city = <UNK> EXCEPT SELECT Students.last_name FROM Addresses JOIN Students ON Addresses.address_id = Students.current_address_id AND Addresses.address_id = Students.current_address_id JOIN Student_Enrolment ON Students.student_id = Student_Enrolment.student_id WHERE Addresses.city = <UNK>,550,extra,What are the last name of the students who live in North Carolina but have not registered in any degree programs?,student_transcripts_tracking,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,SELECT Students.last_name FROM Addresses JOIN Students ON Addresses.address_id = Students.current_address_id WHERE Addresses.city = <UNK> EXCEPT SELECT Students.last_name FROM Addresses JOIN Students ON Addresses.address_id = Students.current_address_id AND Addresses.address_id = Students.current_address_id JOIN Student_Enrolment ON Students.student_id = Student_Enrolment.student_id WHERE Addresses.city = <UNK>,False,False,False,False,False
SELECT cell_mobile_number FROM Students WHERE first_name  =  'Timmothy' AND last_name  =  'Ward',SELECT Students.cell_mobile_number FROM Students WHERE Students.first_name = <UNK> AND Students.last_name = <UNK>,553,medium,What is the phone number of the man with the first name Timmothy and the last name Ward?,student_transcripts_tracking,SELECT cell_mobile_number FROM Students WHERE first_name  =  'Timmothy' AND last_name  =  'Ward',SELECT Students.cell_mobile_number FROM Students WHERE Students.first_name = <UNK> AND Students.last_name = <UNK>,False,False,False,False,False
select cell_mobile_number from students where first_name  =  'timmothy' and last_name  =  'ward',SELECT Students.cell_mobile_number FROM Students WHERE Students.first_name = <UNK> AND Students.last_name = <UNK>,554,medium,What is the mobile phone number of the student named Timmothy Ward ?,student_transcripts_tracking,select cell_mobile_number from students where first_name  =  'timmothy' and last_name  =  'ward',SELECT Students.cell_mobile_number FROM Students WHERE Students.first_name = <UNK> AND Students.last_name = <UNK>,False,False,False,False,False
"SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1","SELECT Students.first_name, Students.middle_name, Students.last_name FROM Students ORDER BY Students.date_first_registered Asc LIMIT 1",557,medium,"Who is the earliest graduate of the school? List the first name, middle name and last name.",student_transcripts_tracking,"SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1","SELECT Students.first_name, Students.middle_name, Students.last_name FROM Students ORDER BY Students.date_first_registered Asc LIMIT 1",na,na,na,na,True
"SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1","SELECT Students.first_name, Students.middle_name, Students.last_name FROM Students ORDER BY Students.last_name Asc LIMIT 1",558,medium,"What is the first, middle, and last name of the earliest school graduate?",student_transcripts_tracking,"SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1","SELECT Students.first_name, Students.middle_name, Students.last_name FROM Students ORDER BY Students.last_name Asc LIMIT 1",False,False,True,False,False
SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,SELECT DISTINCT Students.first_name FROM Students,559,easy,Whose permanent address is different from his or her current address? List his or her first name.,student_transcripts_tracking,SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,SELECT DISTINCT Students.first_name FROM Students,False,True,True,False,False
SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,SELECT DISTINCT Students.first_name FROM Students,560,easy,What is the first name of the student whose permanent address is different from his or her current one?,student_transcripts_tracking,SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,SELECT DISTINCT Students.first_name FROM Students,False,True,True,False,False
"SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1","SELECT Addresses.address_id, Addresses.line_2 FROM Addresses JOIN Students ON Addresses.address_id = Students.current_address_id GROUP BY Addresses.address_id ORDER BY Count(*) Desc LIMIT 1",561,extra,Which address holds the most number of students currently? List the address id and all lines.,student_transcripts_tracking,"SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1","SELECT Addresses.address_id, Addresses.line_2 FROM Addresses JOIN Students ON Addresses.address_id = Students.current_address_id GROUP BY Addresses.address_id ORDER BY Count(*) Desc LIMIT 1",True,False,False,False,False
SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT Max(Transcripts.transcript_date) FROM Transcripts ORDER BY Transcripts.transcript_date Desc LIMIT 1,570,medium,When was the last transcript released?,student_transcripts_tracking,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT Max(Transcripts.transcript_date) FROM Transcripts ORDER BY Transcripts.transcript_date Desc LIMIT 1,na,na,na,na,True
"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT Count(*), Transcripts.transcript_id FROM Transcripts JOIN Transcript_Contents ON Transcripts.transcript_id = Transcript_Contents.transcript_id GROUP BY Transcript_Contents.transcript_id ORDER BY Count(*) Desc LIMIT 1",571,hard,How many times at most can a course enrollment result show in different transcripts? Also show the course enrollment id.,student_transcripts_tracking,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT Count(*), Transcripts.transcript_id FROM Transcripts JOIN Transcript_Contents ON Transcripts.transcript_id = Transcript_Contents.transcript_id GROUP BY Transcript_Contents.transcript_id ORDER BY Count(*) Desc LIMIT 1",False,False,False,False,False
"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT Count(*), Transcripts.transcript_id FROM Courses JOIN Sections ON Courses.course_id = Sections.course_id JOIN Student_Enrolment_Courses ON Courses.course_id = Student_Enrolment_Courses.course_id JOIN Transcripts JOIN Transcript_Contents ON Student_Enrolment_Courses.student_course_id = Transcript_Contents.student_course_id AND Transcript_Contents.transcript_id = Transcripts.transcript_id GROUP BY Transcripts.transcript_id",572,hard,What is the maximum number of times that a course shows up in different transcripts and what is that course's enrollment id?,student_transcripts_tracking,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT Count(*), Transcripts.transcript_id FROM Courses JOIN Sections ON Courses.course_id = Sections.course_id JOIN Student_Enrolment_Courses ON Courses.course_id = Student_Enrolment_Courses.course_id JOIN Transcripts JOIN Transcript_Contents ON Student_Enrolment_Courses.student_course_id = Transcript_Contents.student_course_id AND Transcript_Contents.transcript_id = Transcripts.transcript_id GROUP BY Transcripts.transcript_id",False,False,False,False,False
SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',"SELECT Semesters.semester_name FROM Degree_Programs JOIN Semesters JOIN Student_Enrolment ON Degree_Programs.degree_program_id = Student_Enrolment.degree_program_id AND Student_Enrolment.semester_id = Semesters.semester_id AND Degree_Programs.degree_program_id = Student_Enrolment.degree_program_id WHERE Degree_Programs.degree_summary_name = <UNK> INTERSECT SELECT Semesters.semester_name FROM Degree_Programs JOIN Semesters JOIN Student_Enrolment ON Degree_Programs.degree_program_id = Student_Enrolment.degree_program_id AND Student_Enrolment.semester_id = Semesters.semester_id AND Degree_Programs.degree_program_id = Student_Enrolment.degree_program_id WHERE Degree_Programs.degree_summary_name = ""Pending""",575,extra,Find the semester when both Master students and Bachelor students got enrolled in.,student_transcripts_tracking,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',"SELECT Semesters.semester_name FROM Degree_Programs JOIN Semesters JOIN Student_Enrolment ON Degree_Programs.degree_program_id = Student_Enrolment.degree_program_id AND Student_Enrolment.semester_id = Semesters.semester_id AND Degree_Programs.degree_program_id = Student_Enrolment.degree_program_id WHERE Degree_Programs.degree_summary_name = <UNK> INTERSECT SELECT Semesters.semester_name FROM Degree_Programs JOIN Semesters JOIN Student_Enrolment ON Degree_Programs.degree_program_id = Student_Enrolment.degree_program_id AND Student_Enrolment.semester_id = Semesters.semester_id AND Degree_Programs.degree_program_id = Student_Enrolment.degree_program_id WHERE Degree_Programs.degree_summary_name = ""Pending""",False,False,False,False,False
SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',"SELECT Student_Enrolment.semester_id FROM Student_Enrolment WHERE Student_Enrolment.student_id = ""AS"" INTERSECT SELECT Student_Enrolment.semester_id FROM Student_Enrolment",576,extra,What is the id of the semester that had both Masters and Bachelors students enrolled?,student_transcripts_tracking,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',"SELECT Student_Enrolment.semester_id FROM Student_Enrolment WHERE Student_Enrolment.student_id = ""AS"" INTERSECT SELECT Student_Enrolment.semester_id FROM Student_Enrolment",False,False,False,False,False
SELECT count(DISTINCT current_address_id) FROM Students,SELECT DISTINCT Students.permanent_address_id FROM Students,578,easy,What are the different addresses that have students living there?,student_transcripts_tracking,SELECT count(DISTINCT current_address_id) FROM Students,SELECT DISTINCT Students.permanent_address_id FROM Students,True,False,False,False,False
SELECT other_student_details FROM Students ORDER BY other_student_details DESC,SELECT * FROM Students ORDER BY Students.other_student_details Desc,579,easy,List all the student details in reversed lexicographical order.,student_transcripts_tracking,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,SELECT * FROM Students ORDER BY Students.other_student_details Desc,True,False,False,False,False
SELECT other_student_details FROM Students ORDER BY other_student_details DESC,SELECT Student_Enrolment.other_details FROM Student_Enrolment ORDER BY Student_Enrolment.other_details Desc,580,easy,What other details can you tell me about students in reverse alphabetical order?,student_transcripts_tracking,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,SELECT Student_Enrolment.other_details FROM Student_Enrolment ORDER BY Student_Enrolment.other_details Desc,False,False,False,False,False
SELECT section_description FROM Sections WHERE section_name  =  'h',SELECT Sections.section_id FROM Sections WHERE Sections.section_name = <UNK>,581,easy,Describe the section h.,student_transcripts_tracking,SELECT section_description FROM Sections WHERE section_name  =  'h',SELECT Sections.section_id FROM Sections WHERE Sections.section_name = <UNK>,False,False,False,False,False
SELECT section_description FROM Sections WHERE section_name  =  'h',SELECT Sections.section_description FROM Sections WHERE Sections.section_name = <UNK>,582,easy,What is the description for the section named h?,student_transcripts_tracking,SELECT section_description FROM Sections WHERE section_name  =  'h',SELECT Sections.section_description FROM Sections WHERE Sections.section_name = <UNK>,False,False,False,False,False
select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',SELECT Students.first_name FROM Addresses JOIN Students ON Addresses.address_id = Students.current_address_id WHERE Addresses.country = <UNK> OR Students.cell_mobile_number = <UNK>,583,hard,Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 .,student_transcripts_tracking,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',SELECT Students.first_name FROM Addresses JOIN Students ON Addresses.address_id = Students.current_address_id WHERE Addresses.country = <UNK> OR Students.cell_mobile_number = <UNK>,False,False,False,False,False
select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',SELECT Students.first_name FROM Addresses JOIN Students ON Addresses.address_id = Students.current_address_id WHERE Addresses.country = <UNK> OR Students.cell_mobile_number = <UNK>,584,hard,What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582 ?,student_transcripts_tracking,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',SELECT Students.first_name FROM Addresses JOIN Students ON Addresses.address_id = Students.current_address_id WHERE Addresses.country = <UNK> OR Students.cell_mobile_number = <UNK>,False,False,False,False,False
"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",SELECT Cartoon.Written_by FROM Cartoon WHERE Cartoon.Directed_by = <UNK>,587,easy,"List all cartoon directed by ""Ben Jones"".",tvshow,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",SELECT Cartoon.Written_by FROM Cartoon WHERE Cartoon.Directed_by = <UNK>,False,False,False,False,False
"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",SELECT Cartoon.Title FROM Cartoon WHERE Cartoon.Directed_by = <UNK>,588,easy,What are the names of all cartoons directed by Ben Jones?,tvshow,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",SELECT Cartoon.Title FROM Cartoon WHERE Cartoon.Directed_by = <UNK>,False,False,False,False,False
"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",SELECT Count(*) FROM Cartoon WHERE Cartoon.Written_by = <UNK>,589,easy,"How many cartoons were written by ""Joseph Kuhr""?",tvshow,"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",SELECT Count(*) FROM Cartoon WHERE Cartoon.Written_by = <UNK>,False,False,False,False,False
"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",SELECT Count(*) FROM Cartoon WHERE Cartoon.Written_by = <UNK>,590,easy,What is the number of cartoones written by Joseph Kuhr?,tvshow,"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",SELECT Count(*) FROM Cartoon WHERE Cartoon.Written_by = <UNK>,False,False,False,False,False
"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",SELECT Cartoon.Title FROM Cartoon WHERE Cartoon.Directed_by = <UNK> OR Cartoon.Directed_by = <UNK>,593,medium,"List the title of all cartoon directed by ""Ben Jones"" or ""Brandon Vietti"".",tvshow,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",SELECT Cartoon.Title FROM Cartoon WHERE Cartoon.Directed_by = <UNK> OR Cartoon.Directed_by = <UNK>,False,False,False,False,False
"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",SELECT Cartoon.Title FROM Cartoon WHERE Cartoon.Directed_by = <UNK> OR Cartoon.Directed_by = <UNK>,594,medium,What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,tvshow,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",SELECT Cartoon.Title FROM Cartoon WHERE Cartoon.Directed_by = <UNK> OR Cartoon.Directed_by = <UNK>,False,False,False,False,False
"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;","SELECT TV_Channel.series_name, Count(DISTINCT TV_Channel.Content) FROM TV_Channel",597,medium,List the number of different series names and contents in the TV Channel table.,tvshow,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;","SELECT TV_Channel.series_name, Count(DISTINCT TV_Channel.Content) FROM TV_Channel",True,False,False,False,False
"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;","SELECT Count(DISTINCT TV_Channel.series_name), TV_Channel.Content FROM TV_Channel",598,medium,How many different series and contents are listed in the TV Channel table?,tvshow,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;","SELECT Count(DISTINCT TV_Channel.series_name), TV_Channel.Content FROM TV_Channel",True,False,False,False,False
"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",SELECT TV_Channel.series_name FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Title = <UNK>,609,medium,"What is the TV Channel that shows the cartoon ""The Rise of the Blue Beetle!""? List the TV Channel's series name.",tvshow,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",SELECT TV_Channel.series_name FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Title = <UNK>,False,False,False,False,False
"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",SELECT TV_Channel.series_name FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Title = <UNK>,610,medium,"What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""?",tvshow,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",SELECT TV_Channel.series_name FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Title = <UNK>,False,False,False,False,False
"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",SELECT Cartoon.Title FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE TV_Channel.series_name = <UNK>,612,medium,"What is the title of all the cartools that are on the TV Channel with the series name ""Sky Radio""?",tvshow,"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",SELECT Cartoon.Title FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE TV_Channel.series_name = <UNK>,False,False,False,False,False
"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT TV_series.Air_Date FROM TV_series WHERE TV_series.Episode = <UNK>,619,easy,"What is the air date of TV series with Episode ""A Love of a Lifetime""?",tvshow,"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT TV_series.Air_Date FROM TV_series WHERE TV_series.Episode = <UNK>,False,False,False,False,False
"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT TV_series.Air_Date FROM TV_series WHERE TV_series.Episode = <UNK>,620,easy,"When did the episode ""A Love of a Lifetime"" air?",tvshow,"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT TV_series.Air_Date FROM TV_series WHERE TV_series.Episode = <UNK>,False,False,False,False,False
"SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT TV_series.Weekly_Rank FROM TV_series WHERE TV_series.Episode = <UNK>,621,easy,"What is Weekly Rank of TV series with Episode ""A Love of a Lifetime""?",tvshow,"SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT TV_series.Weekly_Rank FROM TV_series WHERE TV_series.Episode = <UNK>,False,False,False,False,False
"SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT TV_series.Weekly_Rank FROM TV_series WHERE TV_series.Episode = <UNK>,622,easy,"What is the weekly rank for the episode ""A Love of a Lifetime""?",tvshow,"SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT TV_series.Weekly_Rank FROM TV_series WHERE TV_series.Episode = <UNK>,False,False,False,False,False
"SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";",SELECT TV_Channel.series_name FROM TV_Channel JOIN TV_series ON TV_Channel.id = TV_series.Channel WHERE TV_series.Episode = <UNK>,623,medium,"What is the TV Channel of TV series with Episode ""A Love of a Lifetime""? List the TV Channel's series name.",tvshow,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";",SELECT TV_Channel.series_name FROM TV_Channel JOIN TV_series ON TV_Channel.id = TV_series.Channel WHERE TV_series.Episode = <UNK>,False,False,False,False,False
"SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";",SELECT TV_Channel.series_name FROM TV_Channel JOIN TV_series ON TV_Channel.id = TV_series.Channel WHERE TV_series.Episode = <UNK>,624,medium,"What is the name of the series that has the episode ""A Love of a Lifetime""?",tvshow,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";",SELECT TV_Channel.series_name FROM TV_Channel JOIN TV_series ON TV_Channel.id = TV_series.Channel WHERE TV_series.Episode = <UNK>,False,False,False,False,False
"SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",SELECT TV_series.Episode FROM TV_Channel JOIN TV_series ON TV_Channel.id = TV_series.Channel WHERE TV_Channel.series_name = <UNK>,625,medium,"List the Episode of all  TV series showed on TV Channel with series name ""Sky Radio"".",tvshow,"SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",SELECT TV_series.Episode FROM TV_Channel JOIN TV_series ON TV_Channel.id = TV_series.Channel WHERE TV_Channel.series_name = <UNK>,False,False,False,False,False
"SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",SELECT TV_series.Episode FROM TV_Channel JOIN TV_series ON TV_Channel.id = TV_series.Channel WHERE TV_Channel.series_name = <UNK>,626,medium,"What is the episode for the TV series named ""Sky Radio""?",tvshow,"SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",SELECT TV_series.Episode FROM TV_Channel JOIN TV_series ON TV_Channel.id = TV_series.Channel WHERE TV_Channel.series_name = <UNK>,False,False,False,False,False
"select production_code ,  channel from cartoon order by original_air_date desc limit 1","SELECT Cartoon.Written_by, Cartoon.Channel FROM Cartoon ORDER BY Cartoon.Original_air_date Desc LIMIT 1",630,medium,What is the produdction code and channel of the most recent cartoon ?,tvshow,"select production_code ,  channel from cartoon order by original_air_date desc limit 1","SELECT Cartoon.Written_by, Cartoon.Channel FROM Cartoon ORDER BY Cartoon.Original_air_date Desc LIMIT 1",True,False,False,False,False
"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes""","SELECT TV_Channel.Package_Option, TV_Channel.series_name FROM TV_Channel WHERE TV_Channel.Hight_definition_TV > 0.0",632,medium,What are the package options and the name of the series for the TV Channel that supports high definition TV?,tvshow,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes""","SELECT TV_Channel.Package_Option, TV_Channel.series_name FROM TV_Channel WHERE TV_Channel.Hight_definition_TV > 0.0",False,False,True,False,False
SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',SELECT TV_Channel.Country FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Written_by = <UNK>,633,medium,which countries' tv channels are playing some cartoon written by Todd Casey?,tvshow,SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',SELECT TV_Channel.Country FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Written_by = <UNK>,False,False,False,False,False
SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',SELECT TV_Channel.Country FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Written_by = <UNK>,634,medium,What are the countries that have cartoons on TV that were written by Todd Casey?,tvshow,SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',SELECT TV_Channel.Country FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Written_by = <UNK>,False,False,False,False,False
SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',SELECT TV_Channel.Country FROM TV_Channel EXCEPT SELECT TV_Channel.Country FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Written_by = <UNK>,635,hard,which countries' tv channels are not playing any cartoon written by Todd Casey?,tvshow,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',SELECT TV_Channel.Country FROM TV_Channel EXCEPT SELECT TV_Channel.Country FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Written_by = <UNK>,False,False,False,False,False
SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',SELECT TV_Channel.Country FROM TV_Channel EXCEPT SELECT TV_Channel.Country FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Written_by = <UNK>,636,hard,What are the countries that are not playing cartoons written by Todd Casey?,tvshow,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',SELECT TV_Channel.Country FROM TV_Channel EXCEPT SELECT TV_Channel.Country FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Written_by = <UNK>,False,False,False,False,False
